path;link;size;format;origem
100% Pascal Sensei - Kanpeki Paint Bombers (Japan).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/100%25%20Pascal%20Sensei%20-%20Kanpeki%20Paint%20Bombers%20%28Japan%29.zip;197.4 MiB;ZIP;https://myrient.erista.me/files/No-Intro
12-Sai. Honto no Kimochi (Japan).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/12-Sai.%20Honto%20no%20Kimochi%20%28Japan%29.zip;597.4 MiB;ZIP;https://myrient.erista.me/files/No-Intro
12-Sai. Koisuru Diary (Japan).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/12-Sai.%20Koisuru%20Diary%20%28Japan%29.zip;1.2 GiB;ZIP;https://myrient.erista.me/files/No-Intro
12-Sai. Torokeru Puzzle Futari no Harmony (Japan).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/12-Sai.%20Torokeru%20Puzzle%20Futari%20no%20Harmony%20%28Japan%29.zip;135.7 MiB;ZIP;https://myrient.erista.me/files/No-Intro
2in1 - Life with Horses 3D + My Baby Pet Hotel 3D (Europe) (En,Fr,De,Es,It,Nl).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/2in1%20-%20Life%20with%20Horses%203D%20%2B%20My%20Baby%20Pet%20Hotel%203D%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.zip;101.4 MiB;ZIP;https://myrient.erista.me/files/No-Intro
2in1 - My Vet Practice 3D - In the Country + My Baby Pet Hotel 3D (Europe) (En,Fr,De,Es,It,Nl).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/2in1%20-%20My%20Vet%20Practice%203D%20-%20In%20the%20Country%20%2B%20My%20Baby%20Pet%20Hotel%203D%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.zip;143.2 MiB;ZIP;https://myrient.erista.me/files/No-Intro
2in1 Horses 3D - My Foal 3D + My Riding Stables 3D - Rivals in the Saddle (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/2in1%20Horses%203D%20-%20My%20Foal%203D%20%2B%20My%20Riding%20Stables%203D%20-%20Rivals%20in%20the%20Saddle%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CSv%2CNo%2CDa%29.zip;156.9 MiB;ZIP;https://myrient.erista.me/files/No-Intro
2in1 Horses 3D Vol.2 - Rivals in the Saddle and Jumping for the Team 3D (Europe) (En,Fr,De,Es,It).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/2in1%20Horses%203D%20Vol.2%20-%20Rivals%20in%20the%20Saddle%20and%20Jumping%20for%20the%20Team%203D%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip;101.2 MiB;ZIP;https://myrient.erista.me/files/No-Intro
2in1 Horses 3D Vol.3 - My Riding Stables 3D - Jumping for the Team and My Western Horse 3D (Europe) (En,Fr,De,It,Nl).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/2in1%20Horses%203D%20Vol.3%20-%20My%20Riding%20Stables%203D%20-%20Jumping%20for%20the%20Team%20and%20My%20Western%20Horse%203D%20%28Europe%29%20%28En%2CFr%2CDe%2CIt%2CNl%29.zip;108.0 MiB;ZIP;https://myrient.erista.me/files/No-Intro
35 Classic Games (Europe) (En,Fr,Es,It).zip;https://myrient.erista.me/files/No-Intro/Nintendo%20-%20Nintendo%203DS%20(Decrypted)/35%20Classic%20Games%20%28Europe%29%20%28En%2CFr%2CEs%2CIt%29.zip;63.3 MiB;ZIP;https://myrient.erista.me/files/No-Intro
