nome;preco;url;vendidos;estrelas;qtd-perguntas;data-ultima-pergunta;freteGratis;condicao
Gemius Army Racing Force Militar Sport Mens Tecido Relógio P;47.1;https://produto.mercadolivre.com.br/MLB-1359668644-gemius-army-racing-force-militar-sport-mens-tecido-relogio-p-_JM#position=4&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Gemius Army Racing Force Militar Sport Mens Tecido Relógio P;47.1;https://produto.mercadolivre.com.br/MLB-1359672203-gemius-army-racing-force-militar-sport-mens-tecido-relogio-p-_JM#position=5&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Gemius Army Racing Force Militar Sport Mens Tecido Relógio P;47.1;https://produto.mercadolivre.com.br/MLB-1359676101-gemius-army-racing-force-militar-sport-mens-tecido-relogio-p-_JM#position=6&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Gemius Army Racing Force Militar Sport Mens Tecido Relógio P;47.1;https://produto.mercadolivre.com.br/MLB-1359687338-gemius-army-racing-force-militar-sport-mens-tecido-relogio-p-_JM#position=7&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Gemius Army Racing Force Militar Sport Mens Tecido Relógio P;47.1;https://produto.mercadolivre.com.br/MLB-1360638211-gemius-army-racing-force-militar-sport-mens-tecido-relogio-p-_JM#position=10&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Relógio Militar Gemius Army!! Envio Imediato Para Todo Br;45.0;https://produto.mercadolivre.com.br/MLB-1416309831-relogio-militar-gemius-army-envio-imediato-para-todo-br-_JM#position=11&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;False;Novo
Relógio De Pulso Analógico Pulseira Em Nylon;59.9;https://produto.mercadolivre.com.br/MLB-1444553228-relogio-de-pulso-analogico-pulseira-em-nylon-_JM#position=12&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Relógio Masculino Gemius Army Militar Importado Exercito;39.9;https://produto.mercadolivre.com.br/MLB-703242835-relogio-masculino-gemius-army-militar-importado-exercito-_JM#position=13&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;5;;3;21/8/2018 17:15;False;Novo
Relógio Militar Soldado Exército Pulseira De Nylon Top;59.9;https://produto.mercadolivre.com.br/MLB-875451811-relogio-militar-soldado-exercito-pulseira-de-nylon-top-_JM#position=14&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;1;08/6/2017 18:00;False;Novo
Relógio De Pulso Militar Soldado Exército Várias Cores Lindo;67.5;https://produto.mercadolivre.com.br/MLB-875452528-relogio-de-pulso-militar-soldado-exercito-varias-cores-lindo-_JM#position=15&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;True;Novo
Relógio Militar Pulseira De Nylon Masculino Soldado Exército;59.9;https://produto.mercadolivre.com.br/MLB-875457023-relogio-militar-pulseira-de-nylon-masculino-soldado-exercito-_JM#position=16&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;8;;9;07/4/2018 23:53;True;Novo
Relógio Soldado Militar Pulseira De Nylon Várias Cores;65.9;https://produto.mercadolivre.com.br/MLB-875457139-relogio-soldado-militar-pulseira-de-nylon-varias-cores-_JM#position=17&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;1;17/10/2019 11:05;True;Novo
Relógio Militar Soldado Exército Verde Azul Preto Lindo;69.9;https://produto.mercadolivre.com.br/MLB-875457287-relogio-militar-soldado-exercito-verde-azul-preto-lindo-_JM#position=18&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;1;;0;;True;Novo
Relógio Masculino Gemius Swiss Army Exército Suíço( Leilão );53.0;https://produto.mercadolivre.com.br/MLB-1119019431-relogio-masculino-gemius-swiss-army-exercito-suico-leilo--_JM#position=19&type=item&tracking_id=21fdbf11-0730-464d-b908-8da7772d5606;;;0;;False;Novo
